"都道府県コード又は市区町村コード","NO（※システム内の固有の番号、連番）","指定機関名","法人の名称","法人の名称_かな","法人番号","法人住所（市区町村）","法人住所（番地以降）","法人電話番号","法人FAX番号","法人URL","サービス種別","事業所の名称","事業所の名称_かな","事業所番号","事業所住所（市区町村）","事業所住所（番地以降）","事業所電話番号","事業所FAX番号","事業所URL","事業所緯度","事業所経度","利用可能な時間帯（平日）","利用可能な時間帯（土曜）","利用可能な時間帯（日曜）","利用可能な時間帯（祝日）","定休日","利用可能曜日特記事項（留意事項）","定員"
"01100","A0000113410","札幌市","特定非営利活動法人　ＨＯＲＩＺＯＮ","とくていひえいりかつどうほうじんほらいずん","7430005014862","北海道札幌市中央区","南四条西１３丁目１番３８−４０５号","011-562-3036","011-590-4394","","行動援護","居宅介護事業所　ひるあんどん","きょたくかいごじぎょうしょひるあんどん","0110104908","北海道札幌市中央区","南四条西１３丁目１−３８−４０５号","011-590-4390","011-590-4394",,43.05445660,141.33797510,"","","","",,,
"01100","E0000001234","札幌市","合同会社ＭＡＯ","ごうどうかいしゃまお","2430003006156","北海道札幌市中央区","南１２条西１５丁目３番７号　セシリア４０２号","011-827-8425","011-827-8426",,"行動援護","サポートＭＡＯ","さぽーとまお","0110402989","北海道札幌市白石区","栄通１６丁目５番１３号","011-827-8425","011-827-8426",,43.03175080,141.42654660,"06:00-21:00","06:00-21:00","06:00-21:00","06:00-21:00","特になし","現状、会員募集はお休みさせて頂いております",
"01100","A0000070595","札幌市","合同会社アウルケアサービス","ごうどうがいしゃあうるけあさーびす","7430003007851","北海道札幌市中央区","宮の森２条９丁目４番３２号","011-375-7171","011-375-7172","https://owl-care.mizu-k.jp","行動援護","訪問介護まごのて円山","ほうもんかいごまごのてまるやま","0110102969","北海道札幌市中央区","北２条西２６丁目２番１８号２６ＷＥＳＴ４階","011-676-6711","011-676-6733","https://owl-care.mizu-k.jp/",43.05958300,141.31706534,"","","","",,,
"01100","E0000001746","札幌市","合同会社　音色","ごうどうがいしゃねいろ","3430003002385","北海道札幌市中央区","円山西町６丁目５番６９号","011-676-5885","011-676-5886",,"行動援護","ヘルパーステーション　おんぷ","へるぱーすてーしょんおんぷ","0110503802","北海道札幌市中央区","円山西町６丁目５番６９号","011-676-5885","011-676-5886","",43.03929066,141.30595360,"09:00-18:00","09:00-18:00","","09:00-18:00","日曜日","電話により24時間対応可能",
"01100","E0000000207","札幌市","合同会社　わぁむす","ごうどうがいしゃわぁむす",,"北海道札幌市中央区","南１９条西１２丁目２番１３号","011-522-5675","011-595-8793",,"行動援護","訪問介護事業所　ぽかぽか","ほうもんかいごじぎょうしょぽかぽか","0110102068","北海道札幌市豊平区","美園１条３丁目5-2カリエンタ美園２０２号室","011-522-5675","011-595-8793",,43.04471761,141.38680473,"08:30-22:00","08:30-22:00","08:30-22:00","08:30-22:00","土日・祝日・12月30日〜1月3日","その他の時間帯には要相談",
"01100","E0000000080","札幌市","社会福祉法人　あむ","しゃかいふくしほうじんあむ","2430005005354","北海道札幌市中央区","南９条西１３丁目１−４０南9条通サポートセンター","011-206-6373","011-206-6229","http://www.amu.or.jp","行動援護","ばでぃ","ばでぃ","0110100906","北海道札幌市中央区","南９条西１３丁目１番３８号１階","011-533-8655","011-520-1265","http://www.amu.or.jp/index.html",43.04792123,141.33750334,"08:00-17:00","08:00-17:00","08:00-17:00","08:00-17:00","第１第３日曜日","実際の利用に関しては、サービス予約の状況いよりますのでお問い合わせください",
"01100","E0000000648","札幌市","社会福祉法人　北海道社会福祉事業団","しゃかいふくしほうじんほっかいどうしゃかいふくしじぎょうだん","3430005000676","北海道札幌市中央区","大通西５丁目１１番地大五ビル6階","011-271-5531","011-271-5539","http://www.dofukuji.or.jp","行動援護","さっぽろ地域生活支援センター　いーぜる","さっぽろちいきせいかつしえんせんたーいーぜる","0110202967","北海道札幌市東区","北２２条東６丁目１−１５","011-750-1033","011-750-1032",,43.08995370,141.35911310,"08:45-17:30","","","",,,
"01100","E0000000086","札幌市","特定非営利活動法人　じゅごん","とくていひえいりかつどうほうじんじゅごん","2430005005387","北海道札幌市中央区","南十九条西８丁目２番３０ソア198-603号室","011-512-3286","011-512-3286",,"行動援護","ケアセンター　そら","けあせんたーそら","0110100955","北海道札幌市中央区","南１９条西８丁目２番３０ソア198-603号室","011-512-3286","011-512-3286",,43.03420925,141.34859760,"","","","","","",
"01100","E0000000006","札幌市","有限会社　コア・ガード","ゆうげんがいしゃこあがーど","5430002036936","北海道札幌市中央区","南６条西１１丁目１２８４番地４　高砂電機ビル２Ｆ","011-563-1311","011-563-1322","http://www.coreguard.jp/","行動援護","有限会社　コア・ガード","ゆうげんがいしゃこあがーど","0110100021","北海道札幌市中央区","南６条西１１丁目１２８４番地４高砂電機ビル２Ｆ","011-563-1311","011-563-1322","http://www.coreguard.jp",43.05052690,141.32473240,"00:00-23:59","00:00-23:59","00:00-23:59","00:00-23:59","日曜、祝日及び12月30日から1月4日",,
"01100","A0000003605","札幌市","Ｏｎｅ Ｒａｉ’ｓ　株式会社","わんれいずかぶしきがいしゃ","0110102530   ","北海道札幌市中央区","南1条西２丁目５番地南一条Ｋビル 8階","011-213-1012","011-213-1032",,"行動援護","Ｏｎｅ　Ｒａｉ’ｓ","わんれいず","0110102530","北海道札幌市中央区","南１条西２丁目５番地南一条Ｋビル ８階","011-213-1012","011-213-1032","",43.05905730,141.35475420,"08:00-20:00","08:00-20:00","08:00-20:00","08:00-20:00","土曜・日曜・12月29日〜1月3日",,
