"都道府県コード又は市区町村コード","NO（※システム内の固有の番号、連番）","指定機関名","法人の名称","法人の名称_かな","法人番号","法人住所（市区町村）","法人住所（番地以降）","法人電話番号","法人FAX番号","法人URL","サービス種別","事業所の名称","事業所の名称_かな","事業所番号","事業所住所（市区町村）","事業所住所（番地以降）","事業所電話番号","事業所FAX番号","事業所URL","事業所緯度","事業所経度","利用可能な時間帯（平日）","利用可能な時間帯（土曜）","利用可能な時間帯（日曜）","利用可能な時間帯（祝日）","定休日","利用可能曜日特記事項（留意事項）","定員"
"01100","A0000028059","札幌市","株式会社　元気な介護","かぶしきがいしゃげんきなかいご",,"北海道札幌市北区","北二十条西４丁目２番１５号","011-708-3000","011-708-3030","https://genkinakaigo.co.jp/","自立訓練（機能訓練）","小規模多機能型ホーム　くらしさ澄川","しょうきぼたきのうがたほーむくらしさすみかわ","0110600764","北海道札幌市南区","澄川４条９丁目１番７号","011-588-5000","011-588-5001",,43.00357693,141.36620883,"","","","",,,
"01100","A0000030188","札幌市","株式会社　元気な介護","かぶしきがいしゃげんきなかいご",,"北海道札幌市北区","北二十条西４丁目２番１５号","011-708-3000","011-708-3030","https://genkinakaigo.co.jp/","自立訓練（機能訓練）","小規模多機能型ホーム　くらしさ拓北","しょうきぼたきのうがたほーむくらしさたくほく","0110204518","北海道札幌市北区","拓北６条２丁目４−６","011-776-3355","011-768-7227","",43.15689267,141.37802360,"","","","",,,
"01100","A0000030195","札幌市","株式会社　元気な介護","かぶしきがいしゃげんきなかいご",,"北海道札幌市北区","北二十条西４丁目２番１５号","011-708-3000","011-708-3030","https://genkinakaigo.co.jp/","自立訓練（機能訓練）","小規模多機能型ホーム　くらしさ八軒","しょうきぼたきのうがたほーむくらしさはちけん","0110700911","北海道札幌市西区","八軒６条東２丁目８−１０","011-614-9043","011-614-9044","",43.08601317,141.31717478,"","","","",,,
"01100","A0000030200","札幌市","株式会社　元気な介護","かぶしきがいしゃげんきなかいご",,"北海道札幌市北区","北二十条西４丁目２番１５号","011-708-3000","011-708-3030","https://genkinakaigo.co.jp/","自立訓練（機能訓練）","小規模多機能型ホーム　くらしさ厚別西","しょうきぼたきのうがたほーむくらしさあつべつにし","0110800521","北海道札幌市厚別区","厚別西４条４丁目５−１","011-375-6792","011-375-6793",,43.05247461,141.46413634,"","","","",,,
"01100","A0000031110","札幌市","株式会社　元気な介護","かぶしきがいしゃげんきなかいご",,"北海道札幌市北区","北二十条西４丁目２番１５号","011-708-3000","011-708-3030","https://genkinakaigo.co.jp/","自立訓練（機能訓練）","小規模多機能型ホーム　くらしさ平和通","しょうきぼたきのうがたほーむくらしさへいわどおり","0110404100","北海道札幌市白石区","平和通１１丁目北１−２３","011-868-9043","011-868-9044","",43.04401874,141.42587628,"","","","",,,
"01100","A0000031129","札幌市","株式会社　元気な介護","かぶしきがいしゃげんきなかいご",,"北海道札幌市北区","北二十条西４丁目２番１５号","011-708-3000","011-708-3030","https://genkinakaigo.co.jp/","自立訓練（機能訓練）","小規模多機能型ホーム　くらしさ琴似","しょきぼたきのうがたほーむくらしさことに","0110700952","北海道札幌市西区","琴似１条７丁目１番８号","011-615-9043","011-615-4044",,43.07271702,141.30235187,"","","","",,,
"01000","A0000037271","北海道","株式会社　元気な介護","かぶしきかいしゃげんきなかいご",,"北海道札幌市北区","北20条西４丁目2-15","011-708-3000","011-708-3030",,"自立訓練（機能訓練）","小規模多機能型ホーム　くらしさ北広島","しょうきぼたきのうがたほーむくらしさきたひろしま","0111300687","北海道北広島市","大曲南ケ丘１丁目１２−２","011-376-3333","011-376-3333",,42.96926452,141.47503494,"","","","",,,
"01000","A0000037275","北海道","株式会社　元気な介護","かぶしきかいしゃげんきなかいご",,"北海道札幌市北区","北20条西４丁目2-15","011-708-3000","011-708-3030",,"自立訓練（機能訓練）","小規模多機能型ホーム　くらしさ千歳","しょうきぼたきのうがたほーむくらしさちとせ","0111100806","北海道千歳市","本町５丁目１５０２ー１","0123-27-7313","0123-27-7314",,42.81657144,141.65081717,"","","","",,,
"27100","A0000042403","大阪市","株式会社元気な介護","かぶしきがいしゃげんきなかいご","7430002038781","北海道札幌市北区","北二十条西4丁目2番15号","011-708-3000","011-708-3030","","自立訓練（機能訓練）","看護小規模多機能ホーム　なごみ庵","かんごしょうきぼたきのうほーむなごみあん","2712202908","大阪府大阪市生野区","巽中四丁目１番１号","06-6754-0025","06-6754-0026",,34.64497399,135.54887025,"","","","",,,
"01100","A0000002172","札幌市","合同会社　メディケアイズム","ごうどうがいしゃめでぃけあいずむ",,"北海道札幌市豊平区","水車町７丁目８番２４号","011-598-0818","011-598-0817","https://medicareism.sakura.ne.jp/","自立訓練（機能訓練）","リハセンター　ウェルネス平岸","りはせんたーうぇるねすひらぎし","0110505948","北海道札幌市豊平区","平岸５条６丁目１番２４号平岸フレンドビル１階","011-598-0818","011-598-0817","https://medicareism.sakura.ne.jp/",43.03682094,141.37657826,"09:10-16:40","","","09:10-16:40","土日　12/30~1/3","午前　９：１0〜１２：２０　午後　１３：4０〜１６：40",30
