"都道府県コード又は市区町村コード","NO（※システム内の固有の番号、連番）","指定機関名","法人の名称","法人の名称_かな","法人番号","法人住所（市区町村）","法人住所（番地以降）","法人電話番号","法人FAX番号","法人URL","サービス種別","事業所の名称","事業所の名称_かな","事業所番号","事業所住所（市区町村）","事業所住所（番地以降）","事業所電話番号","事業所FAX番号","事業所URL","事業所緯度","事業所経度","利用可能な時間帯（平日）","利用可能な時間帯（土曜）","利用可能な時間帯（日曜）","利用可能な時間帯（祝日）","定休日","利用可能曜日特記事項（留意事項）","定員"
"14150","A0000050022","相模原市","株式会社チャレンジプラットフォーム","かぶしきがいしゃちゃれんじぷらっとふぉーむ","3430001081968","北海道札幌市中央区","南二条西（２０〜２８丁目）","042-705-6538","042-705-6548","http://www.living-platform.com","自立訓練（生活訓練）","サニースポット相生　ひだまり","さにーすぽっとあいおいひだまり","1412605923","神奈川県相模原市中央区","相生一丁目５番２号2F","042-730-5315","042-730-5316","https://www.living-platform.com",35.56620535,139.38760561,"","","","",,,
"01100","E0000000213","札幌市","花水木","はなみずき","4430005011862","北海道札幌市中央区","南１条東２丁目６大通バスセンタービル２号館５階","011-215-0771","011-218-8889","http://www.kokoro-shinryojo.com/","自立訓練（生活訓練）","イーストサイド","いーすとさいど","0110102134","北海道札幌市中央区","南１条東２丁目６大通バスセンタービル２号館５階","011-206-0866","011-218-8889","http://www.hanamizuki-sapporo.com/eastside",43.06072650,141.35841990,"10:00-16:00","00:00-00:00","00:00-00:00","00:00-00:00","土日祝日・年末年始","水曜日のみ10：00〜13：00",12
"01100","E0000000427","札幌市","札幌市","さっぽろし","9000020011002","北海道札幌市中央区","北１条西２丁目札幌市役所本庁舎","011-211-2111","","https://www.city.sapporo.jp/","自立訓練（生活訓練）","障害福祉サービス　札幌市自閉症者自立支援センター　生活訓練事業所　ゆい","しょうがいふくしさーびすさっぽろしじへいしょうしゃじりつしえんせんたーせいかつくんれんじぎょうしょゆ","0110200755","北海道札幌市東区","東雁来１２条４丁目１番５号札幌市自閉症者自立支援センターゆい","011-790-1600","011-791-1518","http://www.harunire.or.jp/yui/",43.09895193,141.43762786,"09:00-17:00","","","09:00-17:00","土曜日、日曜日",,6
"01100","A0000028060","札幌市","株式会社　元気な介護","かぶしきがいしゃげんきなかいご",,"北海道札幌市北区","北二十条西４丁目２番１５号","011-708-3000","011-708-3030","https://genkinakaigo.co.jp/","自立訓練（生活訓練）","小規模多機能型ホーム　くらしさ澄川","しょうきぼたきのうがたほーむくらしさすみかわ","0110600764","北海道札幌市中央区","澄川４条９丁目１番７号","011-588-5000","011-588-5001",,43.05528160,141.34107760,"","","","",,,
"01100","A0000030189","札幌市","株式会社　元気な介護","かぶしきがいしゃげんきなかいご",,"北海道札幌市北区","北二十条西４丁目２番１５号","011-708-3000","011-708-3030","https://genkinakaigo.co.jp/","自立訓練（生活訓練）","小規模多機能型ホーム　くらしさ拓北","しょうきぼたきのうがたほーむくらしさたくほく","0110204518","北海道札幌市北区","拓北６条２丁目４−６","011-776-3355","011-768-7227","",43.15689267,141.37802360,"","","","",,,
"01100","A0000030196","札幌市","株式会社　元気な介護","かぶしきがいしゃげんきなかいご",,"北海道札幌市北区","北二十条西４丁目２番１５号","011-708-3000","011-708-3030","https://genkinakaigo.co.jp/","自立訓練（生活訓練）","小規模多機能型ホーム　くらしさ八軒","しょうきぼたきのうがたほーむくらしさはちけん","0110700911","北海道札幌市西区","八軒６条東２丁目８−１０","011-614-9043","011-614-9044","",43.08601317,141.31717478,"","","","",,,
"01100","A0000030201","札幌市","株式会社　元気な介護","かぶしきがいしゃげんきなかいご",,"北海道札幌市北区","北二十条西４丁目２番１５号","011-708-3000","011-708-3030","https://genkinakaigo.co.jp/","自立訓練（生活訓練）","小規模多機能型ホーム　くらしさ厚別西","しょうきぼたきのうがたほーむくらしさあつべつにし","0110800521","北海道札幌市厚別区","厚別西４条４丁目５−１","011-375-6792","011-375-6793",,43.05247461,141.46413634,"","","","",,,
"01100","A0000031111","札幌市","株式会社　元気な介護","かぶしきがいしゃげんきなかいご",,"北海道札幌市北区","北二十条西４丁目２番１５号","011-708-3000","011-708-3030","https://genkinakaigo.co.jp/","自立訓練（生活訓練）","小規模多機能型ホーム　くらしさ平和通","しょうきぼたきのうがたほーむくらしさへいわどおり","0110404100","北海道札幌市白石区","平和通１１丁目北１−２３","011-868-9043","011-868-9044","",43.04401874,141.42587628,"","","","",,,
"01100","A0000031130","札幌市","株式会社　元気な介護","かぶしきがいしゃげんきなかいご",,"北海道札幌市北区","北二十条西４丁目２番１５号","011-708-3000","011-708-3030","https://genkinakaigo.co.jp/","自立訓練（生活訓練）","小規模多機能型ホーム　くらしさ琴似","しょうきぼたきのうがたほーむくらしさことに","0110700952","北海道札幌市西区","琴似１条７丁目１番８号","011-615-9043","011-615-9044",,43.07271702,141.30235187,"","","","",,,
"01100","A0000097509","札幌市","合同会社　mecco","ごうどうかいしゃめっこ","8430003014962","北海道札幌市北区","北２９条西４丁目２番地１−２１１","011-300-3841","011-300-3841","https://www.mana-makemake.com","自立訓練（生活訓練）","makemake","まけまけ","0110205549","北海道札幌市北区","北２９条西４丁目２番地１−２１１","011-300-3841","011-300-3841","https://www.mana-makemake.com",43.09064413,141.34059480,"10:00-15:00","","","","土日および年末年始（12/29〜1/3）、国民の祝日",,20
