"都道府県コード又は市区町村コード","NO（※システム内の固有の番号、連番）","指定機関名","法人の名称","法人の名称_かな","法人番号","法人住所（市区町村）","法人住所（番地以降）","法人電話番号","法人FAX番号","法人URL","サービス種別","事業所の名称","事業所の名称_かな","事業所番号","事業所住所（市区町村）","事業所住所（番地以降）","事業所電話番号","事業所FAX番号","事業所URL","事業所緯度","事業所経度","利用可能な時間帯（平日）","利用可能な時間帯（土曜）","利用可能な時間帯（日曜）","利用可能な時間帯（祝日）","定休日","利用可能曜日特記事項（留意事項）","定員"
"01100","A0000026977","札幌市","社会福祉法人　緑伸会","しゃかいふくしほうじんりょくしんかい","2430005013423","北海道札幌市中央区","札幌市中央区南２２条西９丁目１番３６号クリエイトビル","011-688-7945","011-688-7945","https://ryoku-sin.or.jp/","地域相談支援（地域定着支援）","相談室ぴあ","そうだんしつぴあ","0130103658","北海道札幌市東区","北２６条東１５丁目１−４０ローヤルハイツ２６　７Ｆ","011-374-1360","011-374-1360","",43.09654987,141.37033887,"09:00-17:00","","","","土曜日、日曜日、祝祭日、年末年始（１２月２９日~１月３日）",,
"01100","A0000118753","札幌市","社会福祉法人　緑伸会","しゃかいふくしほうじんりょくしんかい","2430005013423","北海道札幌市中央区","札幌市中央区南２２条西９丁目１番３６号クリエイトビル","011-688-7945","011-688-7945","https://ryoku-sin.or.jp/","地域相談支援（地域定着支援）","相談室あすみ","そうだんしつあすみ","0130505969","北海道札幌市豊平区","月寒西一条４丁目１番３０−１０３号室","011-598-7551","011-598-7581",,43.03384667,141.39185207,"09:00-17:00","","","","土曜日、日曜日、祝祭日、１２月２９日〜１月３日",,
"01100","A0000074697","札幌市","株式会社ポロワッカ","かぶしきがいしゃぽろわっか","9430001063291","北海道札幌市中央区","南２条西２４丁目２−１７河村ビル","011-624-0660","011-624-0661","https://porowakka.co.jp/","地域相談支援（地域定着支援）","相談室Ｑ","そうだんしつきゅー","0130103716","北海道札幌市中央区","南四条西２４丁目１−１８ドエル南円山８０３","011-624-0660","011-624-0661","",43.05243958,141.32177104,"09:00-18:00","","","","土曜、日曜、祝日、国民の休日、他",,
"01100","A0000038655","札幌市","株式会社　フォアヴェルツ","かぶしきがいしゃふぉあべるつ","0430001077163","北海道札幌市中央区","北１条西３丁目３番２５号荒巻時計台前ビル３階","011-213-1340","011-213-1341","http://vorwaerts-ag.com/","地域相談支援（地域定着支援）","相談室　いろどり","そうだんしついろどり","0130103674","北海道札幌市中央区","北１条西３丁目３番２５号荒巻時計台前ビル３階","011-213-1340","011-213-1341","",43.06287841,141.35232617,"","","","",,,
"01100","A0000039802","札幌市","Ｂ　ａｎｄ　Ｂ合同会社","びーあんどびーごうどうがいしゃ","6430003011086","北海道札幌市中央区","南１４条西１６丁目１番３１号","011-200-9317","011-200-9317","http://soudanclover.com","地域相談支援（地域定着支援）","相談支援事業所クローバー","そうだんしえんじぎょうしょくろーばー","0130103682","北海道札幌市中央区","南１４条西１６丁目１番３１号","011-200-9317","011-200-9317","http://soudanclover.com",43.04125243,141.33427903,"08:15-17:15","","","","８/１２〜１５．１２/２９〜１/３．国民の祝日及び土日を除く。その他不定休とする",,
"01100","A0000121210","札幌市","合同会社ｒｅｌｉｔｙ","ごうどうがいしゃれりてぃ","2430003014373","北海道札幌市中央区","北二条東2-1-35創成川北2ビル　203号室","08045031617","","","地域相談支援（地域定着支援）","就労相談室ギフテッド","しゅうろうそうだんしつぎふてっど","0130800550","北海道札幌市中央区","北二条東2-1-35創成川北2ビル　203号室","07083943031",,,43.06437293,141.35878667,"","","","",,,
"01000","E0000008935","北海道","社会福祉法人　北海道社会福祉事業団","しゃかいふくしほうじんほっかいどうしゃかいふくしじぎょうだん","3430005000676","北海道札幌市中央区","大通西５丁目１１番地大五ビル6階","011-271-5531","011-271-5539","http://www.dofukuji.or.jp/","地域相談支援（地域定着支援）","根室圏域障害者総合相談支援センター「あくせす根室」","ねむろけんいきしょうがいしゃそうごうそうだんしえんせんたーあくせすねむろ","0134200153","北海道標津郡中標津町","東４条南４丁目９番地１共生型交流センター内","0153-73-3178","0153-72-3179","http://www.dofukuji.or.jp/facilities/accessnamuro/",43.55524230,144.97139150,"","","","","土、日、国民の祝日",,
"01000","E0000008948","北海道","社会福祉法人　北海道社会福祉事業団","しゃかいふくしほうじんほっかいどうしゃかいふくしじぎょうだん","3430005000676","北海道札幌市中央区","大通西５丁目１１番地大五ビル6階","011-271-5531","011-271-5539","http://www.dofukuji.or.jp/","地域相談支援（地域定着支援）","相談支援センター「あ〜かす」","そうだんしえんせんたーあーかす","0134300516","北海道釧路郡釧路町","東陽大通西１丁目１番地１釧路町保健福祉センターあいぱーる","0154-40-1301","0154-40-1302","",42.99716885,144.43510705,"08:45-17:30","","","","土曜日・日曜日・国民の祝日・年末年始",,
"01000","E0000009127","北海道","社会福祉法人　北海道社会福祉事業団","しゃかいふくしほうじんほっかいどうしゃかいふくしじぎょうだん","3430005000676","北海道札幌市中央区","大通西５丁目１１番地大五ビル6階","011-271-5531","011-271-5539","http://www.dofukuji.or.jp/","地域相談支援（地域定着支援）","相談室あ〜ち","そうだんしつあーち","0135700318","北海道岩見沢市","大和一条7丁目1-21","0126-38-4191","0126-38-4452",,43.19063796,141.73954723,"09:00-17:00","","","","土曜　日曜　祝日　年末年始","営業時間外は携帯電話（転送）にて対応",
"01100","A0000039806","札幌市","合同会社　さっぽろ社会福祉活動事務所","ごうどうがいしゃさっぽろしゃかいふくしかつどうじむしょ","8430003002249","北海道札幌市中央区","南１１条西１丁目５−１６カサウィスタリア２２７号","011-520-2771","011-520-2777","https://www.sapporo-fukushi.net/","地域相談支援（地域定着支援）","にし社会福祉士事務所","にししゃかいふくししじむしょ","0130701014","北海道札幌市西区","発寒５条４丁目１−３３ＰＬＡＣＥ　５４　１０３号","011-676-6069","011-676-6079",,43.08647619,141.29211856,"","","","","土曜日・日曜日・祝日",,
"01100","E0000008366","札幌市","合同会社　さっぽろ社会福祉活動事務所","ごうどうがいしゃさっぽろしゃかいふくしかつどうじむしょ","8430003002249","北海道札幌市中央区","南１１条西１丁目５−１６カサウィスタリア２２７号","011-520-2771","011-520-2777","https://www.sapporo-fukushi.net/","地域相談支援（地域定着支援）","さっぽろ社会福祉士事務所","さっぽろしゃかいふくししじむしょ","0130102429","北海道札幌市中央区","南六条西11丁目１２８５−１共済ハウス2階","011-520-2771","011-520-2777",,43.05194311,141.34090279,"09:00-18:00","","","","土・日・祝日",,
"01100","E0000008360","札幌市","社会福祉法人　あむ","しゃかいふくしほうじんあむ","2430005005354","北海道札幌市中央区","南９条西１３丁目１−４０南9条通サポートセンター","011-206-6373","011-206-6229","http://www.amu.or.jp","地域相談支援（地域定着支援）","相談室　ぽぽ","そうだんしつぽぽ","0130100894","北海道札幌市中央区","南十六条西７丁目２−２０トーコービル７階","011-522-4112","011-562-6600",,43.03803942,141.34963896,"09:30-18:00","","","","土曜、日曜、祝日",,
"01100","E0000008363","札幌市","社会福祉法人　あむ","しゃかいふくしほうじんあむ","2430005005354","北海道札幌市中央区","南９条西１３丁目１−４０南9条通サポートセンター","011-206-6373","011-206-6229","http://www.amu.or.jp","地域相談支援（地域定着支援）","さっぽろ地域づくりネットワーク　ワン・オール","さっぽろちいきづくりねっとわーくわんおーる","0130102007","北海道札幌市中央区","南８条西２丁目市民活動プラザ星園３０２号室","011-213-0171","011-213-0172","http://one-all.net/",43.05085360,141.35724650,"","","","","土曜日　日曜日　祝日",,
"01100","E0000008369","札幌市","社会福祉法人　光の森学園","しゃかいふくしほうじんひかりのもりがくえん","8430005000606","北海道札幌市中央区","盤渓２５９番地の５","011-615-2401","011-613-1409","https://hikarinomori-g.or.jp","地域相談支援（地域定着支援）","相談支援センター　ひかり","そうだんしえんせんたーひかり","0130102460","北海道札幌市中央区","盤渓２５９番地の５","011-615-2401","011-613-1409","http://www.hikarinomori-g.or.jp/",43.03514640,141.26754900,"10:00-18:00","","","","土・日・祝・祭日、年末年始（12月29日から1月3日）",,
"01100","E0000008354","札幌市","特定非営利活動法人　札幌市精神障害者家族連合会","とくていひえいりかつどうほうじんさっぽろしせいしんしょうがいしゃかぞくれんごうかい","2430005003110","北海道札幌市中央区","南8条西2丁目5-74市民活動プラザ星園204","011-596-8887","011-596-7374","http://www.sakkaren.com/","地域相談支援（地域定着支援）","地域生活支援センターさっぽろ","ちいきせいかつしえんせんたーさっぽろ","0130100274","北海道札幌市中央区","大通西１９丁目ＷＥＳＴ１９　５Ｆ","011-622-1118","011-622-1073","http://www.sakkaren.com/",43.05668930,141.32805076,"","","","","","",
"01100","A0000026973","札幌市","Ｏｎｅ Ｒａｉ’ｓ　株式会社","わんれいずかぶしきがいしゃ","0110102530   ","北海道札幌市中央区","南1条西２丁目５番地南一条Ｋビル 8階","011-213-1012","011-213-1032",,"地域相談支援（地域定着支援）","さっぽろ大通り相談支援センター","さっぽろおおどおりそうだんしえんせんたー","0130103625","北海道札幌市中央区","南１条西２丁目５番地　南一条Ｋビル８Ｆ","011-205-0157","011-213-1032",,43.05905670,141.35475398,"10:00-16:00","","","","土曜・日曜・祝日　12月29日〜1月3日",,
