"都道府県コード又は市区町村コード","NO（※システム内の固有の番号、連番）","指定機関名","法人の名称","法人の名称_かな","法人番号","法人住所（市区町村）","法人住所（番地以降）","法人電話番号","法人FAX番号","法人URL","サービス種別","事業所の名称","事業所の名称_かな","事業所番号","事業所住所（市区町村）","事業所住所（番地以降）","事業所電話番号","事業所FAX番号","事業所URL","事業所緯度","事業所経度","利用可能な時間帯（平日）","利用可能な時間帯（土曜）","利用可能な時間帯（日曜）","利用可能な時間帯（祝日）","定休日","利用可能曜日特記事項（留意事項）","定員"
"01000","E0000004124","北海道","社会福祉法人　北海道社会福祉事業団","しゃかいふくしほうじんほっかいどうしゃかいふくしじぎょうだん","3430005000676","北海道札幌市中央区","大通西５丁目１１番地大五ビル6階","011-271-5531","011-271-5539","http://www.dofukuji.or.jp/","施設入所支援","北海道社会福祉事業団太陽の園きぼう","ほっかいどうしゃかいふくしじぎょうだんたいようのそのきぼう","0113700157","北海道伊達市","幌美内町３６番地５８太陽の園新棟３階","0142-23-3549","0142-25-3789",,42.47639040,140.90704262,"","","","",,,60
"01000","E0000004127","北海道","社会福祉法人　北海道社会福祉事業団","しゃかいふくしほうじんほっかいどうしゃかいふくしじぎょうだん","3430005000676","北海道札幌市中央区","大通西５丁目１１番地大五ビル6階","011-271-5531","011-271-5539","http://www.dofukuji.or.jp/","施設入所支援","北海道社会福祉事業団太陽の園あおば","ほっかいどうしゃかいふくしじぎょうだんたいようのそのあおば","0113700165","北海道伊達市","幌美内町３６番地５８太陽の園新棟２階","0142-23-3549","0142-25-3789",,42.47639040,140.90704262,"","","","",,,60
"01000","E0000004141","北海道","社会福祉法人　北海道社会福祉事業団","しゃかいふくしほうじんほっかいどうしゃかいふくしじぎょうだん","3430005000676","北海道札幌市中央区","大通西５丁目１１番地大五ビル6階","011-271-5531","011-271-5539","http://www.dofukuji.or.jp/","施設入所支援","北海道社会福祉事業団太陽の園ひまわり学園","ほっかいどうしゃかいふくしじぎょうだんたいようのそのひまわりがくえん","0113700447","北海道伊達市","幌美内町３６番地５８太陽の園新棟１階","0142-23-3549","0142-25-3789",,42.47639040,140.90704262,"","","","",,,30
"01000","E0000005308","北海道","社会福祉法人　北海道社会福祉事業団","しゃかいふくしほうじんほっかいどうしゃかいふくしじぎょうだん","3430005000676","北海道札幌市中央区","大通西５丁目１１番地大五ビル6階","011-271-5531","011-271-5539","http://www.dofukuji.or.jp/","施設入所支援","北海道社会福祉事業団福祉村　更生","ほっかいどうしゃかいふくしじぎょうだんふくしむらこうせい","0115700429","北海道岩見沢市","栗沢町最上３５０番地１","0126-45-2721","0126-45-4614","http://www.dofukuji.or.jp",43.11543198,141.75905479,"","","","","","",
"01100","E0000000426","札幌市","札幌市","さっぽろし","9000020011002","北海道札幌市中央区","北１条西２丁目札幌市役所本庁舎","011-211-2111","","https://www.city.sapporo.jp/","施設入所支援","札幌市自閉症者自立支援センター","さっぽろしじへいしょうしゃじりつしえんせんたー","0110200755","北海道札幌市東区","東雁来１２条４丁目１番５号札幌市自閉症者自立支援センターゆい","011-790-1600","011-791-1518","http://www.harunire.or.jp/yui/",43.09895193,141.43762786,"","","","",,,30
"01100","E0000000091","札幌市","社会福祉法人　光の森学園","しゃかいふくしほうじんひかりのもりがくえん","8430005000606","北海道札幌市中央区","盤渓２５９番地の５","011-615-2401","011-613-1409","http://www.hikarinomori-g.or.jp/","施設入所支援","札幌光の森学園","さっぽろひかりのもりがくえん","0110100997","北海道札幌市中央区","札幌市中央区","011-615-2401","011-613-1409","http://www.hikarinomori-g.or.jp/",43.06144807,141.35373725,"","","","",,,75
"01100","E0000001348","札幌市","社会福祉法人　北海道社会福祉事業団","しゃかいふくしほうじんほっかいどうしゃかいふくしじぎょうだん","3430005000676","北海道札幌市中央区","大通西５丁目１１番地大五ビル6階","011-271-5531","011-271-5539","http://www.dofukuji.or.jp","施設入所支援","北海道社会福祉事業団もなみ学園","ほっかいどうしゃかいふくしじぎょうだんもなみがくえん","0110500154","北海道札幌市南区","石山東３丁目５番１号","011-591-8434","011-591-4330","http://www.dofukuji.or.jp/facilities/monami_gakuen/",42.96642768,141.34393441,"","","","",,,60
"01100","E0000000465","札幌市","社会福祉法人　エムアール会","しゃかいふくしほうじんえむあーるかい",,"北海道札幌市北区","篠路2条９丁目１−８０","011-770-2121","011-770-6262","http://www.greenpia-shinoro.jp","施設入所支援","障害者支援施設　グリーンピア篠路","しょうがいしゃしえんしせつぐりーんぴあしのろ","0110201076","北海道札幌市北区","篠路2条９丁目１−８０","011-770-2121","011-770-6262","http://wwwgreenpia-shinoro.jp/",43.14139908,141.36909179,"","","","",,,20
"01100","E0000000430","札幌市","社会福祉法人　札幌協働福祉会","しゃかいふくしほうじんさっぽろきょうどうふくしかい","5430005000633","北海道札幌市北区","あいの里１条６丁目１番２号拓北・あいの里福祉センター","011-770-5111","011-770-5112","http://sapporo-kyoudoufukusikai.jp","施設入所支援","あいのさと　サポートセンター","あいのさとさぽーとせんたー","0110200771","北海道札幌市北区","篠路町福移１４７−３６あいのさとサポートセンター","011-790-5800","011-792-4265","http://info@sapporo-kyoudoufukusikai.jp",43.15094847,141.42626408,"","","","",,,30
"01100","E0000000046","札幌市","社会福祉法人　札幌恵友会","しゃかいふくしほうじんさっぽろけいゆうかい",,"北海道札幌市北区","新川７１５番地２札幌市北区新川７１５番地２","011-769-6868","011-769-6800","http://www.keiyu-kai.org","施設入所支援","障害者支援施設　つばさ","しょうがいしゃしえんしせつつばさ","0110100468","北海道札幌市中央区","南８条西２６丁目１−２","011-531-5000","011-531-5200","",43.04573840,141.32064140,"","","","",,,20
"01100","E0000000376","札幌市","社会福祉法人　響会","しゃかいふくしほうじんひびきかい","5430005003644","北海道札幌市北区","篠路町上篠路323番地3","011-774-1508","011-774-1509","http://www.hibikikai.or.jp","施設入所支援","障害者支援施設　草笛館","しょうがいしゃしえんしせつくさぶえかん","0110200292","北海道札幌市北区","篠路町上篠路323番地3","011-774-1508","011-774-1509","http://www.hibikikai.or.jp",43.13431709,141.38504350,"","","","",,,50
"01000","E0000004120","北海道","社会福祉法人　わらしべ会","しゃかいふくしほうじんわらしべかい","6430005005103","北海道札幌市東区","苗穂町3丁目２番３５号札幌わらしべ園　苗穂事業所","011-776-7981","011-776-7982","http://warashibe-hokkaido.com/","施設入所支援","社会福祉法人　わらしべ会　大滝わらしべ園","しゃかいふくしほうじんわらしべかいおおたきわらしべえん","0113700116","北海道伊達市","大滝区大成町１０番地","0142-68-6344","0142-68-6345","http://warashibe-hokkaido.com/大滝わらしべ園",42.64670690,141.06071760,"","","","",,,40
"01000","E0000004218","北海道","社会福祉法人　わらしべ会","しゃかいふくしほうじんわらしべかい","6430005005103","北海道札幌市東区","苗穂町3丁目２番３５号札幌わらしべ園　苗穂事業所","011-776-7981","011-776-7982","http://warashibe-hokkaido.com/","施設入所支援","浦河わらしべ園","うらかわわらしべえん","0113800254","北海道浦河郡浦河町","西舎１２４−１浦河わらしべ園","0146-28-1801","0146-28-1991","http://warashibe-hokkaido.com/浦河わらしべ園",42.18165394,142.85001190,"","","","",,,50
"01100","E0000000588","札幌市","社会福祉法人　禎心会","しゃかいふくしほうじんていしんかい","3430005000668","北海道札幌市東区","北４７条東１７丁目１番１号","011-789-1150","011-789-1252","https://www.sｗ-teishinkai.jp","施設入所支援","障がい者支援施設栄町","しょうがいしゃしえんしせつさかえまち","0110202264","北海道札幌市東区","北４７条東１７丁目１番１号","011-789-1152","011-789-1278","https://www.sw-teishinkai.jp",43.11941380,141.36737450,"","","","",,,40
"01100","E0000000984","札幌市","社会福祉法人　禎心会","しゃかいふくしほうじんていしんかい","3430005000668","北海道札幌市東区","北４７条東１７丁目１番１号","011-789-1150","011-789-1252","https://www.sｗ-teishinkai.jp","施設入所支援","障がい者支援施設山の手","しょうがいしゃしえんしせつやまのて","0110400298","北海道札幌市西区","山の手４３３番地の１","011-642-1152","011-642-1278","https://www.sw-teishinkai.jp",43.06200130,141.28529360,"","","","",,,76
"01100","E0000000382","札幌市","社会福祉法人　シルバニア","しゃかいふくしほうじんしるばにあ","2430005000578","北海道札幌市東区","東苗穂町１０８９−１","011-789-3001","011-789-3101","http://spsilvania.or.jp/","施設入所支援","障がい者支援施設　ウィズ東苗穂","しょうがいしゃしえんしせつうぃずひがしなえぼ","0110200334","北海道札幌市東区","東苗穂町１０８９−１","011-789-3001","011-789-3101","http://spsilvania.or.jp/",43.10414173,141.41019100,"","","","",,,20
"01000","E0000005434","北海道","社会福祉法人　札親会","しゃかいふくしほうじんさつおやかい","9430005000563","北海道札幌市白石区","菊水１条４丁目５番１号","011-837-6020","011-837-6040","http://satsuoyakai.or.jp/","施設入所支援","つきがた友朋の丘","つきがたゆうほうのおか","0116100330","北海道樺戸郡月形町","１０３６番地１０２","0126-53-2888","0126-53-2914",,43.33843620,141.66945110,"","","","",,,40
"01100","E0000001387","札幌市","社会福祉法人　鶴翔福祉会","しゃかいふくしほうじんかくしょうふくしかい","5430005000559","北海道札幌市白石区","川下２１２８−２","011-875-8838","011-875-8848","http://kakushou.com/","施設入所支援","障害者支援施設　きさく苑","しょうがいしゃしえんしせつきさくえん","0110500436","北海道札幌市白石区","川下２１２８−２","011-875-8838","011-875-8848","http://kakushou.com/",43.07763253,141.44726420,"","","","",,,20
