"都道府県コード又は市区町村コード","NO（※システム内の固有の番号、連番）","指定機関名","法人の名称","法人の名称_かな","法人番号","法人住所（市区町村）","法人住所（番地以降）","法人電話番号","法人FAX番号","法人URL","サービス種別","事業所の名称","事業所の名称_かな","事業所番号","事業所住所（市区町村）","事業所住所（番地以降）","事業所電話番号","事業所FAX番号","事業所URL","事業所緯度","事業所経度","利用可能な時間帯（平日）","利用可能な時間帯（土曜）","利用可能な時間帯（日曜）","利用可能な時間帯（祝日）","定休日","利用可能曜日特記事項（留意事項）","定員"
"01100","A0000003583","札幌市","ｒｅｗａｒｄ株式会社","りわーどかぶしきがいしゃ","1430001075906","北海道札幌市中央区","南七条西１丁目２−３ＦＣ南７条３０１","011-530-5571","011-530-5572","https://re-ward.co.jp","就労継続支援Ａ型","ｈｉｂｉｎｏ−ｓｈｉｇｏｔｏ","ひびのしごと","0110103389","北海道札幌市中央区","南七条西１丁目２−３ＦＣ南７条３０１","011-530-5571","011-530-5572","https://hibino-shigoto.jp/",43.05210820,141.35833820,"09:30-18:30","09:30-18:30","09:30-18:30","09:30-18:30","なし","シフト制",20
"01100","A0000053542","札幌市","ｒｅｗａｒｄ株式会社","りわーどかぶしきがいしゃ","1430001075906","北海道札幌市中央区","南七条西１丁目２−３ＦＣ南７条３０１","011-530-5571","011-530-5572","https://re-ward.co.jp","就労継続支援Ａ型","hibino-kagayaki","ひびのかがやき","0110104007","北海道札幌市中央区","南２条東２丁目３−１創生グランドハイツ　１F","011-232-7521","011-232-7521","https://hibino-kagayaki.jp/",43.05898464,141.35896753,"09:30-18:30","09:30-18:30","09:30-18:30","09:30-18:30","なし","シフト制",20
"01100","A0000052347","札幌市","株式会社 TSUBASA","かぶしきがいしゃつばさ","4430001082528","北海道札幌市中央区","南９条西１丁目１番１号２０７号室","011-213-1402","011-213-1403","","就労継続支援Ａ型","つばさ　月寒中央","つばさつきさむちゅうおう","0110506516","北海道札幌市豊平区","月寒中央通８丁目１−１０月寒中央ビル２階１号","011-598-1716","011-598-1727","https://www.k-tsubasa.com/",43.02926951,141.39671856,"09:30-15:00","09:30-15:00","","","日・祝を含む月8日（会社カレンダーによる）",,20
"01100","A0000107149","札幌市","株式会社 TSUBASA","かぶしきがいしゃつばさ","4430001082528","北海道札幌市中央区","南９条西１丁目１番１号２０７号室","011-213-1402","011-213-1403","","就労継続支援Ａ型","つばさ　澄川駅前","つばさすみかわえきまえ","0110601192","北海道札幌市南区","澄川三条１丁目５番３号センタービル１号室","011-827-6204","011-827-6205",,43.01885033,141.36607458,"09:30-15:00","09:30-15:00","","","日曜・祝日（月8日　会社カレンダーによる）",,10
"01000","A0000053236","北海道","株式会社Seed","かぶしきがいしゃしーど",,"北海道札幌市中央区","南一条西20丁目1番3号ＭＫビル１Ｆ","011-624-7574","011-624-7582","https://seed-hokkaido.com/","就労継続支援Ａ型","就労継続支援多機能型事業所Seed","しゅうろうけいぞくしえんたきのうがたじぎょうしょしーど","0111001541","北海道石狩郡当別町","高岡1046番地11","011-624-7574","011-624-7582","https://seed-hokkaido.com/",43.22956743,141.43289557,"08:30-17:30","08:30-17:30","","08:30-17:30","日曜日と事業所の定める日",,10
"01100","A0000059964","札幌市","株式会社中和welfare","かぶしきかいしゃちゅうわうぇるふぁ","7430001082855","北海道札幌市中央区","南１５条西１６丁目１番６８号","08032717125",,"https://minnanooshigotokikus.hirameki7.site/","就労継続支援Ａ型","ミンナノオシゴト菊水","みんなのおしごときくすい","0110404522","北海道札幌市白石区","菊水一条１丁目３番１９号第１５カンダビル１階","011-376-5277",,"https://minnanooshigotokikus.hirameki7.site/",43.05751293,141.36993059,"09:00-17:00","09:00-17:00","","",,,
"01100","A0000072860","札幌市","合同会社　ユーリード","ごうどうがいしゃゆーりーど","3430003013473","北海道札幌市中央区","南１条西５丁目１６プレジデント松井ビル１００−１００１","011-596-7310","011-242-3080",,"就労継続支援Ａ型","就労継続支援Ａ型　ユーリード","しゅうろうけいぞくしえんえーがたゆーりーど","0110104346","北海道札幌市中央区","南１条西５丁目１６プレジデント松井ビル１００−１００１","011-596-7310","011-242-3080",,43.06144807,141.35373725,"09:30-17:30","09:30-17:30","","","日・祝日（土曜日△）",,20
"01100","A0000074625","札幌市","株式会社fuhdo lab","かぶしきがいしゃふーどらぼ",,"北海道札幌市中央区","南五条西９丁目１０１４−１７第２コーポラス新世界１F","011-215-0246","011-215-0246","https://fuhdo.jp/fuhdolab/","就労継続支援Ａ型","fuhdo lab","ふーどらぼ","0110104361","北海道札幌市中央区","南五条西９丁目１０１４−１７第２コーポラス新世界１F","011-215-0246","011-215-0246","https://fuhdo.jp/fuhdolab/",43.05308478,141.34450797,"","","","",,,18
"01000","A0000088062","北海道","株式会社トマホークス","かぶしきがいしゃとまほーくす","5430001085983","北海道札幌市中央区","南四条西九丁目1006番地12","0134-61-7756",,"https://tomahawks-baycourt.com/","就労継続支援Ａ型","就労継続支援事業所　TOMAHAWKS","しゅうろうけいぞくしえんじぎょうしょとまほーくす","0112001425","北海道小樽市","入船1丁目3-1ベイコート小樽オーシャンヒルズ1階","0134617756",,"https://tomahawks-baycourt.com/",43.18933091,141.00512213,"09:30-16:00","09:30-16:00","09:30-16:00","09:30-16:00",,,10
"01100","A0000091738","札幌市","株式会社ＣＬＯＣＫ","かぶしきがいしゃくろっく","5430001085637","北海道札幌市中央区","南十二条西６丁目１−２０","011-795-5629",,,"就労継続支援Ａ型","ＣＬＯＣＫＪＯＢ","くろっくじょぶ","0110901683","北海道札幌市手稲区","星置一条８丁目４−１２","080-1031-7739",,,43.13399556,141.19478171,"","","","",,,
"01100","A0000099155","札幌市","株式会社Ｓ＆Ｃ","かぶしきがいしゃえすあんどしー","5430001088838","北海道札幌市中央区","北三条西７丁目１−１−８０１","011-242-1015","011-242-1035","https://sandc-sapporo.com","就労継続支援Ａ型","ユーリード札幌福住事業所","ゆーりーどさっぽろふくずみじぎょうしょ","0110507027","北海道札幌市豊平区","月寒中央通１１丁目２−５マンションパスチャー１Ｆ","011-600-6577","011-600-6544","https://sandc-sapporo.com",43.03129385,141.38010600,"09:30-15:00","","","","土曜・日曜・祝日",,20
"01100","A0000101724","札幌市","株式会社　Re","かぶしきがいしゃあーるいー","3430001089607","北海道札幌市中央区","南１条西７丁目１２番６号パークアベニュービル9階","0115228918","0115228919","https://reshine.jp/","就労継続支援Ａ型","Re:shine","りしゃいん","0110104767","北海道札幌市中央区","南９条西１１丁目１−５stella911　３階　MN号","011-522-8918","011-5228919","https://reshine.jp/",43.04788807,141.34228347,"10:00-16:00","","","","土曜日・日曜日",,20
"01100","A0000105817","札幌市","合同会社ジュピター","ごうどうがいしゃじゅぴたー","4430003015469","北海道札幌市中央区","大通東７丁目１２番地２ノースシティテクノビル8階","011-596-7993","011-596-7994",,"就労継続支援Ａ型","すずらん","すずらん","0110104833","北海道札幌市中央区","大通東７丁目１２番地２","011-596-7993","011-5967994","http://jupitersuzuran.s324.xrea.com/",43.06248728,141.36703334,"10:00-16:30","","","","土曜、日曜、祝日、夏季休暇、年末年始、その他会社カレンダーに準ずる。","土曜、日曜、祝日、夏季休暇、年末年始、その他会社カレンダーに準ずる。",20
"01100","A0000113411","札幌市","株式会社トマホークス","かぶしきかいしゃとまほーくす","5430001085983","北海道札幌市中央区","南四条西９丁目１００６番地１２","011-213-0743","011-213-0743","https://tomahawks-baycourt.com/","就労継続支援Ａ型","就労継続支援事業所TOMAHAWKS","しゅうろうけいぞくしえんじぎょうしょとまほーくす","0110104916","北海道札幌市中央区","南六条西８丁目８-１１サンドルフ・札幌１階","011-213-0743","011-213-0743","https://tomahawks-baycourt.com/",43.05206553,141.34667729,"09:30-16:00","09:30-16:00","09:30-16:00","09:30-16:00",,,20
"01100","A0000115717","札幌市","株式会社マジカルケア","かぶしきがいしゃまじかるけあ","2430001087900","北海道札幌市中央区","南五条西８丁目６−２ウィンダムヒル南５条","011-600-6744","011-600-6744","","就労継続支援Ａ型","イナンクル","いなんくる","0110800786","北海道札幌市厚別区","厚別中央２条５丁目２−１","011-600-6744","011-600-6744",,43.03797906,141.47040884,"09:30-17:30","09:30-17:30","","",,,20
"01100","A0000118109","札幌市","株式会社ｅｓライフワーク","かぶしきがいしゃえすらいふわーく","3430001073833","北海道札幌市中央区","南四条西４丁目１６恵愛ビル８階","011-251-1686",,"https://lifework-es.com","就労継続支援Ａ型","ライフワーク","らいふわーく","0110104924","北海道札幌市中央区","南四条西４丁目１６恵愛ビル８階","011-251-1686","011-251-1686","https://lifework-com",43.05594031,141.35291543,"09:30-15:00","","","","日",,20
"01100","A0000086458","札幌市","合同会社あるめりあサポート","ごうどうがいしゃあるめりあさぽーと","9430003014375","北海道札幌市中央区","南二条西５丁目６−７メゾン本府７０２号","011-522-7878",,"https://almeria.jp/","就労継続支援Ａ型","あるめりあ","あるめりあ","0110104510","北海道札幌市中央区","南二条西５丁目６−７メゾン本府ビル７０２号","011-522-7878","","https://almeria.jp/",43.06144807,141.35373725,"10:00-17:00","","","","土、日、祝","土曜日に変則勤務の可能性あり",14
"01100","E0000000300","札幌市","アシスタントアンドパートナー株式会社","あしすたんとあんどぱーとなーかぶしきがいしゃ",,"北海道札幌市中央区","南２条東２丁目５番１号コーポハシモト９０１号室","011-200-0084","011-200-0084","https://www.anp-jpn.com/","就労継続支援Ａ型","就労継続支援施設　アシスタントアンドパートナー","しゅうろうけいぞくしえんしせつあしすたんとあんどぱーとなー","0110102928","北海道札幌市中央区","南２条東２丁目５番１号コーポハシモト９０１号室","011-200-0084",,,43.05528160,141.34107760,"09:00-15:00","09:00-15:00","09:00-15:00","09:00-15:00","月曜日、火曜日、その他会社が定めた日",,10
"01100","E0000000251","札幌市","一般社団法人　障害者・高齢者支援協会","いっぱんしゃだんほうじんしょうがいしゃこうれいしゃしえんきょうかい","7430005012313","北海道札幌市中央区","大通東２丁目８番地５プレジデント札幌２階","011-211-5108","011-211-5107",,"就労継続支援Ａ型","ポラリス","ぽらりす","0110102449","北海道札幌市中央区","大通東２丁目８番地５プレジデント札幌２階・５階","011-211-5108","011-211-5107",,43.06229340,141.35908170,"09:00-17:00","09:00-16:00","","09:00-16:00","日曜日.",,20
"01100","A0000052275","札幌市","株式会社イノベイト","かぶしきかいしゃいのべいと","3430001062613","北海道札幌市中央区","南４条西７丁目５番地１　サウス４７ﾋﾞﾙ７F","011-206-1790","011-206-1791","http://innovate.co.jp/biz/sitemap.html","就労継続支援Ａ型","イノベイト","いのべいと","0110101805","北海道札幌市中央区","南６条西８丁目４−１１","011-206-1790",,,43.05279601,141.34689667,"10:00-15:00","10:00-15:00","10:00-15:00","10:00-15:00","シフト制4週8休","業務により上記時間以外で1日4時間から6時間の間で勤務の場合有",20
"01100","E0000000171","札幌市","株式会社イノベイト","かぶしきかいしゃいのべいと","3430001062613","北海道札幌市中央区","南４条西７丁目５番地１　サウス４７ﾋﾞﾙ７F","011-206-1790","011-206-1791","http://innovate.co.jp/biz/sitemap.html","就労継続支援Ａ型","イノベイト","いのべいと","0110101805","北海道札幌市中央区","南４条西７丁目５番地１サウス４７ビル７Ｆ","011-206-1790","011-206-1791","http://innovate.co.jp/biz/sitemap.html",43.05456870,141.34762740,"10:00-15:00","10:00-15:00","10:00-15:00","10:00-15:00","土日祝日を含む全日とし、月８日の休日を定める",,20
"01100","E0000000172","札幌市","株式会社エルブの杜","かぶしきがいしゃえるぶのもり","3430001062464","北海道札幌市中央区","北４条西１９丁目１番４号シャトーム北4条1F","011-688-5187","011-688-5187","http://herbe878.wixsite.com/herbe-nomori","就労継続支援Ａ型","エルブの杜","えるぶのもり","0110101813","北海道札幌市中央区","北４条西１９丁目１番４号シャトーム北4条1F","011-688-5187","011-688-5187","http://herbe878.wixsite.com/herbe-nomori",43.06310513,141.32612824,"10:00-19:00","10:00-19:00","","10:00-19:00","日曜日","休憩時間30分",20
"01100","E0000000335","札幌市","株式会社キャッチ","かぶしきがいしゃきゃっち",,"北海道札幌市中央区","南１条西５丁目８番地愛生舘ビル3階","011-212-1139","011-251-2073","http://try-catch.run/","就労継続支援Ａ型","キャッチオオドオリ","きゃっちおおどおり","0110103181","北海道札幌市中央区","南１条西５丁目８番地愛生舘ビル3階","011-212-1139","011-251-2073","http://try-catch.run/",43.05835660,141.34964611,"09:00-18:00","09:00-18:00","09:00-18:00","09:00-18:00","なし",,20
"01100","E0000002140","札幌市","株式会社Ｓｅｅｄ","かぶしきがいしゃしーど",,"北海道札幌市中央区","南一条西20丁目1番3号ＭＫビル１Ｆ","011-624-7574","011-624-7582","https://seed-hokkaido.com/","就労継続支援Ａ型","多機能型事業所　Ｓｅｅｄ","たきのうがたじぎょうしょしーど","0110700580","北海道札幌市西区","山の手１条６丁目２−１５セピア山の手","011-624-7574","011-624-7582","https://seed-hokkaido.com/",43.06510170,141.30025900,"09:00-18:00","09:00-18:00","","09:00-18:00","日曜日と事業所の定める日",,10
"01100","E0000000127","札幌市","株式会社　つめ草","かぶしきがいしゃつめくさ",,"北海道札幌市中央区","南１７条西６丁目１番１号1","011-561-9680","011-561-9680",,"就労継続支援Ａ型","就労支援事業所　つめ草","しゅうろうしえんじぎょうしょつめくさ","0110101342","北海道札幌市中央区","南１７条西６丁目１番1","011-887-0707","011-887-0707","",43.03789786,141.35238038,"09:30-19:30","09:30-19:30","09:30-19:30","09:30-19:30","無し",,10
"01100","E0000000128","札幌市","株式会社　つめ草","かぶしきがいしゃつめくさ",,"北海道札幌市中央区","南１７条西６丁目１番１号1","011-561-9680","011-561-9680",,"就労継続支援Ａ型","就労支援事業所　クローバー","しゅうろうしえんじぎょうしょくろーばー","0110101342","北海道札幌市豊平区","平岸３条５丁目１番１８号第三平岸グランドビル101","011-887-0707","011-887-0707",,43.03759289,141.36981494,"10:00-19:00","10:00-19:00","10:00-19:00","10:00-19:00","なし","なし",10
"01100","E0000000791","札幌市","株式会社　つめ草","かぶしきがいしゃつめくさ",,"北海道札幌市中央区","南１７条西６丁目１番１号1","011-561-9680","011-561-9680",,"就労継続支援Ａ型","就労支援事業所　クローバー北１８条","しゅうろうしえんじぎょうしょくろーばーきたじゅうはちじょう","0110204062","北海道札幌市北区","北十八条西４丁目１−１４１８ＴＨビル１Ｆ","011-776-7273","011-776-7273",,43.09064413,141.34059480,"10:00-19:00","10:00-19:00","10:00-19:00","10:00-19:00","なし","なし",20
"01100","E0000000191","札幌市","株式会社らぶアンドぴーす","かぶしきかいしゃらぶあんどぴーす","8430001063722","北海道札幌市中央区","大通東２丁目３番地１　第３６桂和ビル６階７号","011-218-7020","011-218-7023","https://rabp.biz/","就労継続支援Ａ型","らぶアンドぴーす","らぶあんどぴーす","0110101953","北海道札幌市中央区","大通東２丁目３番地１第３６桂和ビル６階７号","011-218-7020","011-218-7023","https://rabp.biz/",43.06275980,141.35948150,"10:00-17:00","10:00-12:00","","","日曜日　※祝日・各土曜日（会社スケジュール）",,20
"01100","E0000000332","札幌市","株式会社　ルーフ","かぶしきがいしゃるーふ","430001073647 ","北海道札幌市中央区","南６条西１２丁目１３０１","011-520-7050","011-520-7051",,"就労継続支援Ａ型","就労継続支援Ａ型事業所　レイル","しゅうろうけいぞくしえんえーがたじぎょうしょれいる","0110103140","北海道札幌市中央区","南６条西１２丁目１３０１","011-520-7050","011-520-7051",,43.05181530,141.33958346,"09:00-16:00","","","","土曜・日曜・祝日・年末年始","支援内容によって延長又は短縮することがあります。",20
"01100","E0000000205","札幌市","合同会社　親和","ごうどうかいしゃしんわ",,"北海道札幌市中央区","南14条西14丁目1-21ポートレイト2階","011-522-1200","011-522-1201","https://songbenren20.wixsite.com/my-site","就労継続支援Ａ型","社会福祉事業所　アクア","しゃかいふくしじぎょうしょあくあ","0110102050","北海道札幌市中央区","南十四条西１４丁目１−２１ポートレイト2階","011-522-1200","011-522-1201","https://songbenren20.wixsite.com/my-site",43.04119696,141.33665938,"10:00-15:30","10:00-15:30","","10:00-15:30","日曜日、他会社指定日",,20
"01100","E0000000154","札幌市","さくらトータルサービス　合同会社","さくらとーたるさーびすごうどうがいしゃ","4430003004232","北海道札幌市中央区","南１１条西１２丁目２番２５号ロイトン山鼻1階","011-551-1777","011-551-1778",,"就労継続支援Ａ型","社会福祉事業所さくらトータルサービス","しゃかいふくしじぎょうしょさくらとーたるさーびす","0110101623","北海道札幌市中央区","南１１条西１２丁目２番２５号 ロイトン山鼻1階","011-551-1777","011-551-1778",,43.04451337,141.33998388,"09:30-17:00","09:30-17:00","09:30-17:00","09:30-17:00","年中無休","日曜・祝日の利用人数により勤務時間の変更をお願いすることがあります",20
"01100","E0000000492","札幌市","札幌市","さっぽろし","9000020011002","北海道札幌市中央区","北１条西２丁目札幌市役所本庁舎","011-211-2111",,"https://www.city.sapporo.jp/","就労継続支援Ａ型","札幌市社会自立センター","さっぽろししゃかいじりつせんたー","0110201365","北海道札幌市東区","伏古一条２丁目１−４０","011-786-7881","011-786-7884","http://satsuoyakai.or.jp",43.08223280,141.38659711,"09:00-17:30","00:00-00:00","00:00-00:00","00:00-00:00","土曜日、日曜日","特になし",30
"01100","E0000000326","札幌市","特定非営利活動法人　大地ふくし会","とくていひえいりかつどうほうじんだいちふくしかい","43000501306  ","北海道札幌市中央区","北３条西１７丁目２番地３３","011-611-7016","011-611-7026","http://daitifukushikai.or.jp","就労継続支援Ａ型","はたらきもん","はたらきもん","0110103108","北海道札幌市中央区","北３条西１７丁目２番地３３","011-611-7016","011-611-7026","http://daitifukishikai.or.jp",43.06165070,141.32947020,"10:00-18:00","","","","土曜日　日曜日　祝日",,20
"01100","A0000033793","札幌市","特定非営利活動法人　ハートシップ","とくていひえいりかつどうほうじんはーとしっぷ","1430005011246","北海道札幌市中央区","北４条東２丁目７番地１シャルム北４条１階Ｆ−１０６号","011-213-1725","011-213-1726","https://www.heartship.or.jp","就労継続支援Ａ型","ハートシップ中島公園","はーとしっぷなかじまこうえん","0110103710","北海道札幌市中央区","南９条西６丁目１番３２号ｏｈｅｙａｄｏ　Ｓ９ビル1階","011-205-0309","011-205-0408","https://heartship.work",43.04845219,141.35062439,"","","","","土曜日　日曜日",,10
"01100","A0000070631","札幌市","特定非営利活動法人　ハートシップ","とくていひえいりかつどうほうじんはーとしっぷ","1430005011246","北海道札幌市中央区","北４条東２丁目７番地１シャルム北４条１階Ｆ−１０６号","011-213-1725","011-213-1726","https://www.heartship.or.jp","就労継続支援Ａ型","ハートシップ南郷","はーとしっぷなんごう","0110404662","北海道札幌市白石区","南郷通７丁目北２−１３南郷７丁目ビル１階、２階","011-827-8481","011-827-8485",,43.04052427,141.41133606,"07:30-17:00","","","07:30-17:00","土日、その他会社が指定した日",,20
"01100","E0000000424","札幌市","特定非営利活動法人　ＰＣＮＥＴ","とくていひえいりかつどうほうじんぴーしーねっと","8430005003906","北海道札幌市中央区","南１条東２丁目３−２マツヒロビル４階C室","011-209-3881","011-209-3882","http://www.pcnetjapan.jp/npopcnet/","就労継続支援Ａ型","ＣＯＭ−ＩＴ","こみっと","0110200698","北海道札幌市北区","北２３条西４丁目１−１２鉄北ビル2F","011-738-7551","011-738-7552","https://www.com-it.jp",43.08882560,141.34395090,"09:30-15:30","","","","土曜、日曜、祝日（臨時開所あり）",,10
"01100","E0000000343","札幌市","特定非営利活動法人　Ｆｏｒｅｓｔ","とくていひえいりかつどうほうじんふぉれすと","8430005012130","北海道札幌市中央区","南１条西７丁目１２−６パークアベニュービル３階","011-272-7716","011-272-7715","https://forest-japan.org/","就労継続支援Ａ型","ｂｒａｎｃｈ　ｆｏｒ　ｐｒｏ","ぶらんちふぉーぷろ","0110103280","北海道札幌市中央区","南１条西７丁目１２−６パークアベニュービル３階","011-272-7716","011-272-7715","https://branch-for-pro.site/",43.05854260,141.34726296,"10:00-15:00","00:00-00:00","00:00-00:00","00:00-00:00","土日祝","なし",20
"01100","E0000000062","札幌市","ひまわり産業株式会社","ひまわりさんぎょうかぶしきかいしゃ",,"北海道札幌市中央区","南６条西１０丁目１０２５−１７竪月ビル１階","011-562-7878","011-562-3841",,"就労継続支援Ａ型","ひまわり産業株式会社　就労継続支援Ａ型事業所ひまわり","ひまわりさんぎょうかぶしきかいしゃしゅうろうけいぞくしえんえーがたじぎょうしょひまわり","0110100625","北海道札幌市中央区","南６条西１０丁目１０２５−１７竪月ビル１階","011-562-7878","011-562-3841","",43.05528160,141.34107760,"08:30-14:30","08:30-14:30","","","日曜","土曜休み有（変動）",15
"05000","E0000016513","秋田県","株式会社　イノベイト","かぶしきがいしゃいのべいと",,"北海道札幌市中央区","南四条西７丁目５番地１　サウス４７ビル７Ｆ","011-206-1790","011-206-1791","http://innovate.co.jp/yokote/index.html","就労継続支援Ａ型","イノベイト横手事業所","いのべいとよこてじぎょうしょ","0510300080","秋田県横手市","平鹿町浅舞字八幡小路２３５","0182-38-8603","0182-38-8613","http://innovate.co.jp/yokote/index.html",39.26401263,140.48093955,"09:00-17:30","09:30-12:30","","","日曜、祝日、当社会社カレンダー、シフト表による",,20
