"都道府県コード又は市区町村コード","NO（※システム内の固有の番号、連番）","指定機関名","法人の名称","法人の名称_かな","法人番号","法人住所（市区町村）","法人住所（番地以降）","法人電話番号","法人FAX番号","法人URL","サービス種別","事業所の名称","事業所の名称_かな","事業所番号","事業所住所（市区町村）","事業所住所（番地以降）","事業所電話番号","事業所FAX番号","事業所URL","事業所緯度","事業所経度","利用可能な時間帯（平日）","利用可能な時間帯（土曜）","利用可能な時間帯（日曜）","利用可能な時間帯（祝日）","定休日","利用可能曜日特記事項（留意事項）","定員"
"01100","A0000056431","札幌市","社会福祉法人　北海道社会福祉事業団","しゃかいふくしほうじんほっかいどうしゃかいふくしじぎょうだん","3430005000676","北海道札幌市中央区","大通西５丁目１１番地大五ビル6階","011-271-5531","011-271-5539","http://www.dofukuji.or.jp","自立生活援助","さっぽろ地域生活支援センター　あーねすと２","さっぽろちいきせいかつしえんせんたーあーねすとつー","0110301199","北海道札幌市東区","北２２条東６丁目１−１５","011-750-1031","011-750-1032","",43.08966991,141.35894881,"","","","",,,
"01100","A0000062554","札幌市","特定非営利活動法人　リカバリー","とくていひえいりかつどうほうじんりかばりー","430005003948 ","北海道札幌市東区","北３３条東１５丁目１−１エクセレムビル４階","011-374-6014","011-374-6041","https://npo-recovery.org/","自立生活援助","リビングサポート・それいゆ","りびんぐさぽーとそれいゆ","0110301967","北海道札幌市東区","北３３条東１５丁目１−１エクセレムビル４階","011-299-7014","011-374-6041","https://npo-recovery.org/",43.07597455,141.36353280,"","","","",,,
"01100","A0000095438","札幌市","一般社団法人　ぷらはる３","いっぱんしゃだんほうじんぷらはるさん","6430005014384","北海道札幌市白石区","東札幌二条６丁目７−１４第２トーホービル５０５","011-595-7057","011-595-7793","https://puraumuh.wixsite.com/website","自立生活援助","相談室ぷらうむ","そうだんしつぷらうむ","0110404944","北海道札幌市白石区","東札幌２条６丁目７−１４第２トーホービル５０５","011-595-7057","011-595-7793",,43.04546776,141.39528169,"09:00-18:00","09:00-18:00","","09:00-18:00","年末年始　それ以外は日曜日","ご利用されたい場合はご相談となっております。",
"01100","A0000026923","札幌市","社会福祉法人　みなみ会","しゃかいふくしほうじんみなみかい","4430005003538","北海道札幌市豊平区","中の島二条１丁目２番２６号ハウスオブリザ中の島Ⅱ１階","011-823-2999","011-823-2999","https://www.minamikai.work/","自立生活援助","みなみ","みなみ","0110506169","北海道札幌市豊平区","平岸２条９丁目１−２３アムール平岸　401号","011-825-1373","011-825-1374","",43.03271560,141.36859029,"09:00-17:30","","","","土・日・祝　　年末年始",,
"01100","A0000078621","札幌市","社会福祉法人　みなみ会","しゃかいふくしほうじんみなみかい","4430005003538","北海道札幌市豊平区","中の島二条１丁目２番２６号ハウスオブリザ中の島Ⅱ１階","011-823-2999","011-823-2999","https://www.minamikai.work/","自立生活援助","ノトス","のとす","0110506797","北海道札幌市豊平区","事業所所在地2スパシエルクス平岸９７−２０２","011-823-5410","011-823-5410",,43.03129380,141.38010600,"10:00-17:30","","","","土・日・祝日、年末年始",,
"01000","A0000019133","北海道","社会福祉法人　札幌緑花会","しゃかいふくしほうじんさっぽろりょくかかい","8430005000671","北海道札幌市西区","山の手三条","011-611-9301","011-621-7404","http://www.ryokkakai.or.jp/","自立生活援助","地域支援センターゆう","ちいきしえんせんたーゆう","0122000094","北海道小樽市","銭函2丁目37番1号","0134-62-1966","0134-61-1967","",43.14367089,141.16235318,"","","","",,,
"01100","A0000074660","札幌市","特定非営利活動法人あい","とくていひえいりかつどうほうじんあい","4430005013132","北海道札幌市西区","二十四軒３条６丁目５番１４号１階","011-676-9518","011-676-9519","https://www.aichanchi.or.jp/","自立生活援助","自立生活援助事業所あい","じりつせいかつえんじょじぎょうしょあい","0110701406","北海道札幌市西区","二十四軒二条４丁目３−１８コーポ志木２０１号室","090-6540-0561","011-213-7681","https://www.aichanchi.or.jp/",43.07438898,141.30064636,"09:30-17:00","","","","土曜日、日曜日、５月１日、１２月２９日〜１月３日、その他法人が指定する日",,
"01202","A0000086334","函館市","株式会社　地域せいかつサポート縁・えん","かぶしきがいしゃちいきせいかつさぽーとえん",,"北海道函館市","山の手１丁目２番１９号","0138-55-9096","0138-55-9096",,"自立生活援助","マイＱＯＬサポーター・ａｎｙえにぃ","まいきゅーおーえるさぽーたーえにぃ","0111402616","北海道函館市","鍛治１丁目１ー１８マーキュリー３階　３０２号","0138-86-5570","0138-86-5571",,41.80247396,140.76418694,"","","","","土曜、日曜、祝日、事業所の定める日","平日9:00〜9:30、16:30〜17:30利用可能　緊急は時間外･祝日も対応",
"01000","A0000067874","北海道","合同会社リコラ","ごうどうがいしゃりこら","2460003000783","北海道釧路市","柏木町5番35号","0154-68-5321","0154-68-5345","https://rikoraiku.amebaownd.com/","自立生活援助","自立生活援助事業所ソラ","じりつせいかつえんじょじぎょうしょそら","0114102270","北海道釧路市","柏木町5番35号","070-2309-0743",,,42.97153085,144.38981298,"09:00-17:00","","","","土曜日曜祝祭日　12月30日~1月3日",,
"01000","A0000062937","北海道","特定非営利活動法人　地域生活支援ネットワークサロン","とくていひえいりかつどうほうじんちいきせいかつしえんねっとわーくさろん","1460005000510","北海道釧路市","柏木町２番８号","0154-44-5527","0154-44-5528",,"自立生活援助","自立生活援助事業ひときた","じりつせいかつえんじょじぎょうひときた","0114102221","北海道釧路市","柏木町2番8号","0154-44-5527",,,42.97311394,144.38903242,"","","","",,,
