"都道府県コード又は市区町村コード","NO（※システム内の固有の番号、連番）","指定機関名","法人の名称","法人の名称_かな","法人番号","法人住所（市区町村）","法人住所（番地以降）","法人電話番号","法人FAX番号","法人URL","サービス種別","事業所の名称","事業所の名称_かな","事業所番号","事業所住所（市区町村）","事業所住所（番地以降）","事業所電話番号","事業所FAX番号","事業所URL","事業所緯度","事業所経度","利用可能な時間帯（平日）","利用可能な時間帯（土曜）","利用可能な時間帯（日曜）","利用可能な時間帯（祝日）","定休日","利用可能曜日特記事項（留意事項）","定員"
"14150","A0000055406","相模原市","株式会社チャレンジプラットフォーム","かぶしきがいしゃちゃれんじぷらっとふぉーむ","3430001081968","北海道札幌市中央区","南二条西（２０〜２８丁目）","042-705-6538","042-705-6548","http://www.living-platform.com","短期入所","サニースポット淵野辺三番館","さにーすぽっとふちのべさんばんかん","1412606194","神奈川県相模原市中央区","相生１丁目９番２６号","042-707-9885","042-707-9886",,35.56538327,139.38775562,"","","","",,,
"14150","A0000096043","相模原市","株式会社チャレンジプラットフォーム","かぶしきがいしゃちゃれんじぷらっとふぉーむ","3430001081968","北海道札幌市中央区","南二条西（２０〜２８丁目）","042-705-6538","042-705-6548","http://www.living-platform.com","短期入所","サニースポット相模原鵜野森　短期入所生活介護事業所","さにーすぽっとさがみはらうのもりたんきにゅうしょせいかつかいごじぎょうしょ","1412607663","神奈川県相模原市南区","鵜野森２丁目２８番１１号１","042-705-6538","042-705-6548","https://www.living-platform.com/",35.54499163,139.43635183,"","","","",,,
"14150","A0000111008","相模原市","株式会社チャレンジプラットフォーム","かぶしきがいしゃちゃれんじぷらっとふぉーむ","3430001081968","北海道札幌市中央区","南二条西（２０〜２８丁目）","042-705-6538","042-705-6548","http://www.living-platform.com","短期入所","サニースポット東橋本","さにーすぽっとひがしはしもと","1412608000","神奈川県相模原市緑区","東橋本４丁目９番３２号","042-703-5967","042-703-5968",,35.59651809,139.35785987,"","","","",,,
"04100","A0000073761","仙台市","株式会社チャレンジプラットフォーム","かぶしきがいしゃちゃれんじぷらっとふぉーむ","3430001081968","北海道札幌市中央区","南二条西20丁目291番地","011-633-7727","011-644-1167","http://www.living-platform.com","短期入所","サニースポット八乙女短期入所","さにーすぽっとやおとめたんきにゅうしょ","0415501709","宮城県仙台市泉区","八乙女中央五丁目18番15号","022-779-5713","022-779-5714",,38.31199886,140.88523915,"","","","",,,
"01100","A0000052328","札幌市","株式会社Ｓ・Ｔフーズ","かぶしきがいしゃえすてぃーふーず","6430001039955","北海道札幌市中央区","南１６条西１３丁目１−５","080-5583-0007",,,"短期入所","ショートステイH home","しょーとすていえいちほーむ","0110103991","北海道札幌市中央区","大通西１８丁目１−１８Massel大通２０３","080-6089-4980",,,43.05806697,141.32937556,"","","","",,,
"01100","A0000064030","札幌市","株式会社　Ｈ","かぶしきかいしゃえいち","8430001082912","北海道札幌市中央区","南１６条西１３丁目１番５号","090-8901-4589","","","短期入所","Ｈ　home 平岸","えいちほーむひらぎし","0110506698","北海道札幌市豊平区","平岸２条９丁目３−１２ユニバーシティーコート平岸　５０２号室","080-5583-0007",,,43.03146847,141.36735991,"","","","",,,7
"01100","A0000070628","札幌市","株式会社スタジオ・コムサ","かぶしきがいしゃすたじおこむさ","8430001029681","北海道札幌市中央区","大通西１８丁目１番地１４","011-640-5551","011-640-5552","","短期入所","ＦＡＭＩＬＩＡ","ふぁみりあ","0110104320","北海道札幌市中央区","南二十一条西１０丁目１番３５号Ｔ・Ｉビル　４０３号室","080-7328-3771","011-640-5552",,43.03175939,141.34503419,"","","","",,,
"12217","A0000102183","柏市","株式会社チャレンジプラットフォーム","かぶしきがいしゃちゃれんじふぉーむ","3430001081968","北海道札幌市中央区","南二条西２０丁目２９１番地","011-633-7727","011-633-7728","","短期入所","サニースポット柏増尾","さにーすぽっとかしわますお","1212102659","千葉県柏市","増尾台４−１４−１６","04-7199-9793","04-7199-9794",,35.82007507,139.97357089,"","","","",,,
"01100","A0000103106","札幌市","株式会社Olymchi","かぶしきがいしゃおりんち","9430001089592","北海道札幌市中央区","北３条東１３丁目９９−６−２Fステーションプラザ","011-590-0946","011-590-0947",,"短期入所","ショートステイOLIVIA+札幌西野","しょーとすていおりびあさっぽろにしの","0110701679","北海道札幌市西区","西野６条１０丁目１−３２","011-590-0946","011-590-0947","https://olivia-sapporo.com/",43.07615431,141.26150780,"","","","",,,12
"01000","E0000003163","北海道","社会福祉法人　渓仁会","しゃかいふくしほうじんけいじんかい","5430005000583","北海道札幌市中央区","北３条西２８丁目２番１号札幌市中央区北３条西２８丁目２番１号","011-640-6767","011-640-6768","http://www.keijinkkai.com","短期入所","介護老人福祉施設岩内ふれ愛の郷ショートステイセンター","かいごろうじんふくししせついわないふれあいのさとしょーとすていせんたー","0112300108","北海道岩内郡岩内町","字野束６９番地の４","0135-62-3131","0135-62-3008",,42.96769167,140.50973441,"","","","",,,10
